1742069212749415209,19209.912109375,201309552.0
1742069272858458419,26658.99609375,201925472.0
1742069333042057639,10032.775390625,217089120.0
1742069393202131920,10032.775390625,73929096.0
1742069453344389392,10586.4228515625,219028496.0
1742069513430569014,17087.59375,198046384.0
1742069573535274500,26742.8828125,204030896.0
1742069633592037051,10083.1064453125,200236032.0
1742069693747045312,11744.05078125,211961008.0
1742069753846834355,10905.1904296875,197876672.0
1742069813965694437,90555.0234375,183133680.0
1742069874028039026,35970.3515625,165515120.0
1742069934188319956,25627.197265625,209904016.0
1742069994348448907,13170.1142578125,199542208.0
1742070054434563531,20896.0234375,115989752.0
1742070114534363599,55129.93359375,218696704.0
1742070174635991232,52487.51953125,147467872.0
1742070234697203190,12683.5751953125,213881520.0
1742070295263252606,13237.2236328125,218092160.0
1742070355365388934,14159.970703125,216432576.0
1742070415465792967,22003.318359375,216455984.0
1742070475550406702,11869.8798828125,159377984.0
1742070535654405940,21139.29296875,218711744.0
1742070595716312049,11811.16015625,191455376.0
1742070655864246190,11811.16015625,220348560.0
1742070715976648302,13967.0322265625,189121472.0
1742070776068859312,19881.0,186064224.0
1742070836184366039,11836.326171875,212991760.0
1742070896375557027,22909.2890625,108329576.0
1742070956540674624,16450.060546875,202442336.0
1742071016649471197,31138.513671875,168024048.0
1742071076749647907,16450.060546875,81656656.0
1742071136818803219,16651.38671875,175794544.0
1742071197038481846,16450.060546875,12482.2490234375
1742071257329366109,23269.998046875,212977632.0
1742071317427687836,10032.775390625,139715952.0
1742071377659352393,20753.416015625,166105648.0
1742071437781384572,10586.4228515625,7885.29150390625
1742071497993422689,12683.5751953125,14176.7470703125
1742071558331323599,10032.775390625,54011764.0
1742071618413451307,21323.841796875,10217.32421875
1742071678598592878,19931.33203125,107820600.0
1742071738746891670,19771.94921875,229438448.0
1742071798845935029,10586.4228515625,220655760.0
1742071859062016435,10586.4228515625,196148224.0
1742071919162864004,11140.0712890625,232036384.0
1742071979319515482,14285.7998046875,230518128.0
1742072039402973921,10586.4228515625,220251568.0
1742072099498398879,10586.4228515625,219047792.0
1742072159556882516,13967.0322265625,233277584.0
1742072219657066242,10586.4228515625,214902144.0
1742072279734055182,11291.06640625,67900248.0
1742072339834276400,18085.837890625,158940928.0
1742072399934990433,18782.09375,198465312.0
1742072460011225822,125233.53125,216098816.0
1742072520313005693,10586.4228515625,222128656.0
1742072580412761863,373435.65625,228348928.0
1742072640505001146,12884.90234375,82219344.0
1742072700595731862,12398.3623046875,4199438.0
1742072760701323444,9965.666015625,217332528.0
1742072820812762676,13136.560546875,109111456.0
1742072880961192681,10787.75,233269200.0
1742072941154733419,11710.4970703125,231339280.0
1742073001283319877,14797.5048828125,201055840.0
1742073061336804083,21030.240234375,159685696.0
1742073121436046610,50289.703125,104073360.0
1742073181539959600,10787.75,195437008.0
1742073241637963638,211636.1875,63893216.0
1742073301737790238,10032.775390625,227842992.0
1742073361818919445,20350.763671875,192614320.0
1742073421940758008,11576.279296875,233553024.0
1742073482039918359,11676.9423828125,138672352.0
1742073542320827320,18597.54296875,204524944.0
1742073602424205001,10586.4228515625,227550192.0
1742073662522204355,11374.9521484375,219146096.0
1742073722642224770,10133.4384765625,224919216.0
1742073782746954265,10032.775390625,220726224.0
1742073842845124928,10586.4228515625,101826832.0
1742073903064668133,10032.775390625,129685696.0
1742073963323130188,10032.775390625,208139584.0
1742074023425170752,10032.775390625,90731320.0
1742074083509812587,17465.08203125,215347776.0
1742074143608496887,10032.775390625,177836944.0
1742074203666704916,10032.775390625,85107624.0
1742074263826248209,10586.4228515625,194595008.0
1742074323948025143,10032.775390625,177511936.0
1742074384046135362,19159.580078125,219812480.0
1742074444169330122,10032.775390625,219852896.0
1742074504293536079,18807.259765625,224686000.0
1742074564328986969,10032.775390625,171350032.0
1742074624412480756,12851.34765625,8690.59765625
1742074684511429520,10586.4228515625,92933328.0
1742074744619327870,10032.775390625,216270400.0
1742074804714572834,10032.775390625,205450048.0
1742074864852933886,12398.3623046875,209607840.0
1742074924980381013,10586.4228515625,219405712.0
1742074985073961207,18664.65234375,217266624.0
1742075045175311788,10754.1953125,226236864.0
1742075105336715118,10032.775390625,213789552.0
1742075165422097003,20057.162109375,168036128.0
1742075225477768203,18614.3203125,126134328.0
1742075285599244688,16894.65625,190084912.0
1742075345737889439,19360.908203125,209883984.0
1742075405865353708,14210.3017578125,203048176.0
1742075465971650193,10787.75,191683680.0
1742075526474979312,10787.75,206712112.0
1742075586527616536,13656.654296875,213626688.0
1742075646582368919,13656.654296875,163334976.0
1742075706706940222,14210.3017578125,201993168.0
1742075766842731519,14210.3017578125,215920640.0
1742075826989599480,13656.654296875,215254720.0
1742075887109109670,13656.654296875,213574624.0
1742075947188701267,14579.400390625,210355136.0
1742076007317087236,16668.1640625,212953760.0
1742076067466373974,19704.83984375,25555214.0
1742076127574286124,18102.615234375,183963568.0
1742076187714706888,9210.69140625,8522.826171875
1742076247870243774,9210.69140625,211438560.0
1742076307994910782,18337.498046875,179993856.0
1742076368145056399,12599.689453125,7683.96484375
1742076428459596276,10032.775390625,7885.29150390625
1742076488571680355,11140.0712890625,156669552.0
1742076548677821890,10032.775390625,10359.9306640625
1742076608772468464,10032.775390625,77018416.0
1742076668872928300,18102.615234375,213378832.0
1742076728975532049,17062.427734375,226593872.0
1742076789071892955,18043.896484375,117496064.0
1742076849329125423,16290.6767578125,120584056.0
1742076909425440262,17297.310546875,208756416.0
1742076969585070052,11400.1181640625,136932240.0
1742077029741838870,10586.4228515625,228095472.0
1742077089834364389,14671.67578125,173779440.0
1742077149952128201,11140.0712890625,220648976.0
1742077210013872388,11895.0458984375,218750496.0
1742077270048213430,10586.4228515625,199107936.0
1742077330172484936,10586.4228515625,236770800.0
1742077390293097887,19704.83984375,218763152.0
1742077450444214869,15955.1328125,224664800.0
1742077510591218861,16240.3447265625,10133.4384765625
1742077570742000392,14579.400390625,171929184.0
1742077630842288723,16190.013671875,224602224.0
