1742049971318862449,23999.806640625,9823.0595703125
1742050031427819251,83089.1640625,22492022.0
1742050092612437101,23857.201171875,186780752.0
1742050152772058553,32581.353515625,12482.2490234375
1742050213970058300,18454.9375,235273984.0
1742050275349966286,26172.45703125,215733408.0
1742050336712446174,17246.978515625,217189376.0
1742050397859167576,13497.2705078125,211495424.0
1742050457970719419,43201.33203125,132020896.0
1742050518070955130,42580.57421875,127301464.0
1742050578131134937,65338.8671875,139284128.0
1742050638252648848,43402.65625,126759864.0
1742050698332289401,44023.4140625,136852528.0
1742050758735394656,45449.4765625,133366696.0
1742050819150237560,20233.322265625,126511928.0
1742050880317437360,17951.62109375,147436576.0
1742050941183942610,17423.138671875,216510448.0
1742051001915296213,19352.51953125,215919008.0
1742051062662094182,22573.744140625,220753872.0
1742051124300162706,16399.728515625,216055952.0
1742051185789602304,10317.98828125,219723056.0
1742067121462089873,28890.365234375,218161120.0
1742067159973442523,15359.541015625,217730016.0
1742067221318323920,19050.529296875,195334032.0
1742067282348425998,38411.4375,174869552.0
1742067343349252328,61513.6640625,87277488.0
1742067403472660259,125795.5625,108565.3671875
1742067464284883780,18949.865234375,222183456.0
1742067525292579403,92509.5703125,234979936.0
1742067586100844838,72334.96875,206660368.0
1742067646259071670,14898.16796875,56269140.0
1742067706762919092,21315.453125,136322480.0
1742067767514825075,20325.59765625,228344480.0
1742067828465726415,53452.2109375,220820688.0
1742067889316766358,16668.1640625,216838400.0
1742067950101436630,10586.4228515625,221632688.0
1742068010198208146,8153.72705078125,110727976.0
1742068070240387969,10787.75,217266960.0
1742068130340564709,11341.3984375,105145256.0
1742068190483211217,23160.947265625,197428672.0
1742068250601349020,16894.65625,213998640.0
1742068310801160501,13119.783203125,208872512.0
1742068370903874461,9965.666015625,220209232.0
1742068431060957210,10787.75,209697888.0
1742068491188286817,10787.75,216519984.0
1742068551367571875,12448.6943359375,218793344.0
1742068611465914638,10032.775390625,71733504.0
1742068671585194291,20317.208984375,189019792.0
1742068731653763865,34603.0078125,163692880.0
1742068791750644852,10586.4228515625,114553888.0
1742068851850756610,10032.775390625,216541888.0
1742068911959248834,10586.4228515625,212090592.0
1742068972058000486,26776.4375,214305680.0
1742069032183814881,10032.775390625,217264848.0
1742069092362865569,12448.6943359375,175675408.0
1742069152478654737,33403.4375,220103920.0
